AMIE;x;y
2407;616647,8307;9936674,015
2408;616668;9861741
2409;616672,96;9619873,49
2410;616675,74;9642271,2
2411;616676,0654;9765371,615
2412;616679;10081072
2413;616690,2467;9981882,298
2414;616705;9797799
2415;616793,272;9767883,022
2416;616809,71;9781770,62
2417;616811,34;9796146,92
2418;616840,239;9773579,475
2419;616852,75;9619513,62
2420;616853;9786959
2421;616914,14;9803201,88
2422;616925,1;9640429,14
2423;616925,5;9618968,47
2424;616932,42;9698643,81
2425;616935,55;9639654,03
2426;616941;9801004
2427;616955,89;9515398,29
2428;616992,8372;9540480,766
2429;616994,206;9965425,129
2430;617021,722;9771185,136
2431;617025,88;9639431,97
2432;617056,58;9638249,08
2433;617085,9269;9772744,643
2434;617091,65;9638719,44
2435;617123,4667;10091311,59
2436;617138,53;9527163,15
2437;617172,0589;9561777,272
2438;617197,68;9638687,73
2439;617218,1268;9764769,84
2440;617234,2697;9753399,421
2441;617242,33;9555897,54
2442;617253,2251;9763565,59
2443;617274,64;9516198,27
2444;617290,8562;9756105,568
2445;617305;9793155
2446;617313,79;9638974,09
2447;617317;10091457
2448;617320,3729;9557179,865
2449;617324,1582;10014838,12
2450;617329,832;9755022,225
2451;617345,2033;9756414,543
2452;617345,8007;10014776,7
2453;617349,05;9516323,58
2454;617361,08;9851428,36
2455;617389;10091481
2456;617391,6614;9754130,133
2457;617410,858;9985369,348
2458;617412,9785;9756390,005
2459;617415,7198;9763899,009
2460;617424,26;9561912,31
2461;617427,8952;9765200,508
2462;617433,73;9528332,88
2463;617438,8583;10001710,44
2464;617449,31;9832790,9
2465;617453,7646;9949921,324
2466;617466,9429;9764152,909
2467;617485,55;9523731,1
2468;617488;9788612
2469;617524,8931;9754658,301
2470;617545,59;9515874,03
2471;617546;9807105
2472;617565,4715;9754592,399
2473;617608,988;9773915,051
2474;617619;9879767
2475;617628,51;9777397,03
2476;617663,8975;9769101,523
2477;617705,4888;9752963,354
2478;617712,7916;9764723,402
2479;617726;9573803
2480;617740,5372;9763667,735
2481;617757,92;9639746,59
2482;617759,9339;10017466,75
2483;617776,2405;9753632,677
2484;617785,5571;9762990,25
2485;617792,847;9765955,671
2486;617796,4511;9763949,269
2487;617801,9603;9762907,989
2488;617809;9895874
2489;617827,11;9935125,91
2490;617836,3176;9640914,566
2491;617836,6;9640914,78
2492;617848;9801404
2493;617857,6987;9765904,233
2494;617857,6987;9765904,233
2495;617857,6987;9765904,233
2496;617860,9591;9753700,021
2497;617866,22;9638719,86
2498;617873,51;9641794,53
2499;617910,26;9852681,42
2500;617932,4;9641275,57
2501;617942,795;9761516,832
2502;617952,7622;9765154,384
2503;617984,0691;9754708,902
2504;617987,2769;9755608,293
2505;617992,384;9755381,844
2506;618003,2781;9753960,66
2507;618009,9274;9762735,828
2508;618034;9784940
2509;618034,7091;9930811,579
2510;618050,5643;9563812,194
2511;618104,82;9560082,66
2512;618108;9799873
2513;618113,61;9638834,97
2514;618131,57;9640526,72
2515;618132,3404;9753422,372
2516;618132,73;9795982,69
2517;618154,684;9763790,713
2518;618203;9789658
2519;618211,5437;9753467,589
2520;618218,28;9548463,31
2521;618239,34;9641309,45
2522;618263,61;9754195,39
2523;618290,2315;9762204,796
2524;618291;9889788
2525;618294,2508;9762014,287
2526;618295,3902;9762212,946
2527;618299,3;9798068,58
2528;618305,5357;9755056,384
2529;618307,061;9769280,145
2530;618307,61;9639396,53
2531;618309;9755054
2532;618328,28;9572191,76
2533;618354,9321;9765161,183
2534;618385;10049738
2535;618385,2744;9753891,917
2536;618394,07;9761206,27
2537;618397,03;9841387,26
2538;618399,7582;9769896,751
2539;618403;9814922
2540;618421,197;9986886,34
2541;618424;9806076
2542;618433,0104;9757023,861
2543;618435;10060787
2544;618438;9775983
2545;618455;9784224
2546;618471,0719;9765040,271
2547;618471,743;9887188,824
2548;618480,63;9756725,26
2549;618487,294;9768873,892
2550;618496,139;9557764,855
2551;618503;9864465
2552;618513,94;9791442,44
2553;618527;9940975
2554;618546,161;9771087,671
2555;618590,316;9955190,08
2556;618591,79;9640796,3
2557;618617,9128;9762364,839
2558;618631,549;10020795,55
2559;618637,3194;9753926,959
2560;618645,2754;9770815,392
2561;618647,71;9755507,74
2562;618651,8101;9755063,591
2563;618654,5;9616465,47
2564;618682;9903314
2565;618683,01;9639604,04
2566;618685,126;9928368,783
2567;618690,882;9953219,371
2568;618697,65;9587190,59
2569;618698,5;9537686,48
2570;618708,8433;9756070,031
2571;618736,439;9926147,805
2572;618740,0088;9771118,351
2573;618749;9797461
2574;618768,214;9766489,577
2575;618806,0504;9757418,631
2576;618830,9125;9771193,076
2577;618866,01;9756623,35
2578;618890,4979;9762398,499
2579;618924;9883026
2580;618931,397;9963497,291
2581;618948,8755;9762656,904
2582;618969,74;9595079,39
2583;618974,1002;9759625,135
2584;618990,052;9767145,522
2585;618990,2142;9761869,828
2586;618991,0659;9762966,325
2587;619000,24;9950537,095
2588;619001,7883;9762951,594
2589;619006,31;9756830,87
2590;619018,0357;9755889,471
2591;619022,32;9754879,44
2592;619024;10085468
2593;619039,08;9523735
2594;619050,92;9757035,65
2595;619057,99;9639450,43
2596;619058,7315;9762778,212
2597;619062,5156;9767455,094
2598;619074,739;9753041,391
2599;619099,353;9770782,209
2600;619104,594;9956213,596
2601;619129,301;9752353,484
2602;619145;9800559
2603;619154,22;9751912,216
2604;619158;9768624
2605;619158,3105;9880505,078
2606;619161,4661;9899771,455
2607;619167,7217;9757312,415
2608;619171,809;9957761,124
2609;619177,4737;9754182,999
2610;619194;9798351
2611;619204,8157;9754265,027
2612;619210,4502;9753476,114
2613;619212,336;9770227,939
2614;619246,39;9585249,84
2615;619260,385;9965735,857
2616;619263,5211;9757536,133
2617;619264,62;9769340,46
2618;619264,8098;9758211,311
2619;619269;9976622
2620;619287,0375;9906502,671
2621;619295,8597;9769847,135
2622;619318,4713;9995639,435
2623;619328;9752120
2624;619332,8148;9761576,108
2625;619372,2392;9766272,734
2626;619372,98;9638604,58
2627;619404;9909682
2628;619414,5358;9764877,754
2629;619417,99;9520545,73
2630;619421,5484;9764885,836
2631;619446,067;9752356,692
2632;619451,2951;9990280,85
2633;619458,96;9754440,59
2634;619468,369;9770786,854
2635;619526,7561;9762465,028
2636;619533,5444;9903698,936
2637;619551;9811611
2638;619556,74;9756232,62
2639;619570,642;9751278,712
2640;619592,213;9767593,889
2641;619594,1356;9761837,93
2642;619596,821;9767647,244
2643;619601,04;9803189,07
2644;619610,85;9527492,44
2645;619613,8099;9763244,681
2646;619632,5805;9765118,068
2647;619636,241;9978498,095
2648;619658,1753;9764660,147
2649;619663,1101;9754943,433
2650;619663,1101;9754943,433
2651;619664,6942;9765876,98
2652;619666,1084;9762807,193
2653;619675;9840271
2654;619678;9893798
2655;619692,748;9768531,492
2656;619700,47;9837354,06
2657;619728,7;9755035,56
2658;619819,6989;9761860,544
2659;619865,1905;10018501,72
2660;619877;9751228
2661;619880,9252;9919980,386
2662;619884,691;9768206,878
2663;619884,7881;9764588,02
2664;619885,77;9762117,88
2665;619896;9800976
2666;619897,3809;9757054,021
2667;619899,8083;9742659,466
2668;619928;9887952
2669;619943,694;9767801,456
2670;619950;9806469
2671;619995,6026;9763050,723
2672;620017;9900705
2673;620027,24;9788810,83
2674;620038,615;9752814,44
2675;620041;9799885
2676;620048,9271;9755858,701
2677;620051,7318;9756936,372
2678;620054,889;9752545,349
2679;620065,19;9794313,27
2680;620066,6369;9924908,134
2681;620077,1766;9766153,513
2682;620081,61;9713833,5
2683;620106,7993;9760991,186
2684;620119;10093096
2685;620152,55;9785563,12
2686;620164,04;9790099,37
2687;620165,37;9751779,073
2688;620165,752;9969394,991
2689;620174,9696;9754275,185
2690;620179,193;9753238,62
2691;620180,268;9752238,43
2692;620186,5483;9756359,376
2693;620193,1733;9765507,923
2694;620196,7909;9760080,289
2695;620214,206;9754722,717
2696;620214,206;9754722,717
2697;620229,8514;9756588,97
2698;620235;10079923
2699;620238,98;9757374,77
2700;620256,321;9753836,178
2701;620278,892;9885064,792
2702;620299,9571;9564567,826
2703;620314,16;9945850,571
2704;620322,558;9752421,862
2705;620323,6688;9756690,195
2706;620367,3213;9766114,508
2707;620371;9799616
2708;620382,8198;9761590,51
2709;620395,557;9934638,059
2710;620402,2587;9752142,632
2711;620425;10072807
2712;620427,6147;9764860,591
2713;620433,74;9581917,01
2714;620434,5209;9754970,339
2715;620439,5617;9764895,673
2716;620467,7882;9557725,464
2717;620467,85;9597983,34
2718;620468,2009;9754484,073
2719;620479,87;9796017,96
2720;620488,22;9526491,67
2721;620499,1506;10014411,41
2722;620551,42;10020061,74
2723;620575;9757468
2724;620589,487;9752833,575
2725;620592,2596;9766077,292
2726;620597,28;9603910,43
2727;620630,76;9581334,86
2728;620630,76;9581334,86
2729;620636,9935;9764636,577
2730;620652;9874758
2731;620672,905;9769290,723
2732;620688,6091;9755910,543
2733;620704,69;9752017,82
2734;620715,14;9769323,5
2735;620725,686;9755550,65
2736;620726,42;9756986,11
2737;620738,678;9754458,686
2738;620744,6817;9762006,369
2739;620765,778;9753698,924
2740;620782,9772;9762214,4
2741;620788,08;9551034,48
2742;620830,2328;9765026,909
2743;620846,377;9756165,685
2744;620853,18;9547044,85
2745;620855,9141;9768640,073
2746;620861;9881718
2747;620865,9;9797804,65
2748;620867,571;9697511,691
2749;620873,239;9693073,954
2750;620882,8072;10001520,06
2751;620889,5577;9765724,227
2752;620906;9808497
2753;620927;9886770
2754;620933,821;9763982,542
2755;620933,821;9763982,542
2756;620933,99;9796190,36
2757;620945,496;9761008,405
2758;620966,7104;9770195,669
2759;620969,3576;9996714,206
2760;620971,3604;9755423,369
2761;620973,122;9752691,818
2762;620992,277;9697483,674
2763;621001,594;9943272,168
2764;621022,9784;9765980,171
2765;621025,23;9754949,718
2766;621061,431;9756193,394
2767;621074;10046210
2768;621095,513;9693940,658
2769;621096,62;9757600,51
2770;621123;9888930
2771;621135,95;9781984,12
2772;621144,911;9756502,996
2773;621150;10055835
2774;621160,33;9545100,05
2775;621168,18;9756982,83
2776;621188,0227;9756978,039
2777;621194,537;9755645,034
2778;621204,289;9756159,504
2779;621214;9878010
2780;621238;9846840
2781;621253,9011;9771473,808
2782;621261;9803178
2783;621268,71;9524619,55
2784;621276,0346;9756548,858
2785;621291,3536;9756353,553
2786;621295,665;9756254,665
2787;621295,665;9756254,665
2788;621301,93;9625529,57
2789;621310,712;9768220,862
2790;621332,135;9885113,42
2791;621369,38;9697095,62
2792;621371,0954;9560561,859
2793;621377;9789728
2794;621384,901;9697279,279
2795;621409,421;9757298,056
2796;621411;9848922
2797;621419,825;9755533,128
2798;621434;10058814
2799;621469;9851743
2800;621477,338;9726501,948
2801;621478;9802677
2802;621479,126;9751343,347
2803;621479,333;9954894,439
2804;621487,69;9571030,3
2805;621494,629;9754705,023
2806;621494,945;9955191,116
2807;621501,345;9955795,716
2808;621506;9849070
2809;621527,92;9751338,5
2810;621534,718;9931094,766
2811;621543,6508;9754300,012
2812;621583,651;9753103,944
2813;621594,905;9756694,857
2814;621603,606;9955014,771
2815;621610,39;9980193,06
2816;621612,82;9802818,12
2817;621626;9784541
2818;621628,107;9755930,871
2819;621634,6;9592261,79
2820;621652,825;9750376,479
2821;621655,605;9752744,523
2822;621657,96;9958035,934
2823;621664,461;9927933,313
2824;621692;9802280
2825;621698;10053573
2826;621703,89;9766965,1
2827;621705,1838;9759121,493
2828;621710,25;9848139,1
2829;621711,421;9754849,154
2830;621717,121;9752257,052
2831;621718,91;9787518
2832;621724;10069223
2833;621734,9306;9696428,62
2834;621753,37;9528146,71
2835;621753,37;9528146,71
2836;621777,7678;9755987,115
2837;621790;9848440
2838;621794;9861246
2839;621820;9849886
2840;621823,4895;9757774,168
2841;621848,68;9753363,75
2842;621866,941;9760857,897
2843;621866,941;9760857,897
2844;621875,975;9757349,966
2845;621877,6195;9754207,25
2846;621879,99;9756461,255
2847;621933,825;9756005,329
2848;621953,076;9752267,594
2849;621955,352;9751559,025
2850;621975;9849150
2851;621975,6583;9629411,287
2852;621976,523;9753650,896
2853;621987,91;9764561,01
2854;621990,967;9764617,6
2855;621991,18;9592223,17
2856;621996,5694;9757549,439
2857;622020,55;9782126,26
2858;622026,48;9636748,76
2859;622037,0639;9752925,641
2860;622045,78;9636504,91
2861;622046,233;9750263,065
2862;622065,66;9849785,12
2863;622070,74;9963932,464
2864;622082,29;10005112,96
2865;622090,21;9632961,78
2866;622099,82;9757346,55
2867;622100,856;10003611,31
2868;622123,99;9806089,68
2869;622126,0683;9758116,931
2870;622130,522;9753208,803
2871;622142,45;9808626,16
2872;622156,0304;9981946,493
2873;622172,97;9754403,55
2874;622173,288;9755136,41
2875;622180,23;9849034,12
2876;622223,97;9753297,62
2877;622239,841;9756922,212
2878;622248,051;9750948,215
2879;622266,522;9753913,244
2880;622277,006;9755735,459
2881;622278,735;9756279,43
2882;622303,213;9756983,669
2883;622327,81;9792768,74
2884;622345;9955043
2885;622349,13;9848724,15
2886;622351;10048930
2887;622364;9848880
2888;622385,538;9930301,404
2889;622385,615;9756552,98
2890;622385,8578;9939086,629
2891;622391,9014;9900393,87
2892;622392,7672;9754518,721
2893;622415,904;9763026,034
2894;622423,214;9966532,645
2895;622426;9808781
2896;622426,62;9883169,103
2897;622445,57;9637242,42
2898;622472;9906308
2899;622489,109;9952210,337
2900;622492,0605;9756144,533
2901;622524,62;9757965,14
2902;622525,953;9750496,83
2903;622540;9814844
2904;622541,711;9758121,833
2905;622550;9799184
2906;622569,68;9873825,32
2907;622595,5228;9999545,514
2908;622599,284;9758103,064
2909;622620,382;9754628,404
2910;622620,888;9764833,82
2911;622621,526;9755463,141
2912;622622,181;9756810,22
2913;622630,45;9848723,97
2914;622641,276;9764923,427
2915;622658,48;9597630,4
2916;622671,33;9849488,64
2917;622711,278;9754766,156
2918;622712,6288;9984338,656
2919;622713,33;9818346,08
2920;622715,719;9755788,405
2921;622733,905;9756876,918
2922;622769;9796770
2923;622770,9779;9762294,715
2924;622775,75;9805226,82
2925;622777,436;9757932,027
2926;622792,63;9816259,29
2927;622800,205;9762304,193
2928;622806,872;9886744,027
2929;622807,02;9751603,977
2930;622813;9811738
2931;622833,29;9797367,71
2932;622847,4;9529234,75
2933;622851;9903280
2934;622893;9849149
2935;622922;9896831
2936;622933,21;9749739,807
2937;622934,5836;9769299,332
2938;622944,2174;10020676,06
2939;622947,659;9757763,627
2940;622961;9759695
2941;622967;9904416
2942;622972;9813116
2943;622973,6781;9756490,41
2944;622995,0875;9544874,143
2945;622996,996;9755340,381
2946;623002;9753036
2947;623018,545;9751827,957
2948;623023,59;9660790,87
2949;623026,22;9758555,88
2950;623038;9847673
2951;623039,237;9916027,429
2952;623053,91;9612995,66
2953;623086,548;9755940,95
2954;623095,6532;9749850,412
2955;623095,6532;9749850,412
2956;623095,6532;9749850,412
2957;623095,6532;9749850,412
2958;623095,6532;9749850,412
2959;623095,6532;9749850,412
2960;623095,6532;9749850,412
2961;623095,6532;9749850,412
2962;623095,6532;9749850,412
2963;623095,6532;9749850,412
2964;623095,6532;9749850,412
2965;623095,6532;9749850,412
2966;623095,6532;9749850,412
2967;623095,6532;9749850,412
2968;623104,016;9763258,207
2969;623105,214;9749872,586
2970;623109,9;9749582,42
2971;623127,239;9752309,065
2972;623128,338;9757421,051
2973;623144,1;9522841,23
2974;623155,93;9850005,76
2975;623157,92;9612915,59
2976;623181,6627;10028672,58
2977;623185,338;9757577,795
2978;623192,02;9758684,93
2979;623193,801;9916027,389
2980;623194,7126;9765342,503
2981;623214,63;9759673,74
2982;623217,2048;9758039,885
2983;623223,87;9748885,12
2984;623230,7;9755225,97
2985;623231;9796109
2986;623235,944;9765326,523
2987;623248,08;9777765,98
2988;623248,307;9765275,387
2989;623256,93;9934988,89
2990;623257;10081968
2991;623263,947;9948473,859
2992;623264,44;9750109,48
2993;623265,24;9638699,38
2994;623280,775;9757903,367
2995;623297,0739;9987707,359
2996;623321,153;9748318,382
2997;623341,56;9788971,53
2998;623346,607;10010324,22
2999;623347,595;9756783,213
3000;623358,99;9759285,56
3001;623362,02;9601922,93
3002;623383;9794788
3003;623395,464;9757172,495
3004;623409;9795595
3005;623426,336;9751358,539
3006;623441,233;9758431,775
3007;623445,865;9748314,296
3008;623446,247;9749436,543
3009;623452;9811727
3010;623455;9788022
3011;623456,2;9799470,19
3012;623457,812;9764732,105
3013;623457,812;9764732,105
3014;623467,31;9655906,91
3015;623491,463;9764108,983
3016;623509,403;9752433,873
3017;623510,25;9601794,52
3018;623524,7;9633137,42
3019;623538,7861;9642621,094
3020;623548,125;9758499,099
3021;623550,7;9754047,63
3022;623555,38;9774832,64
3023;623559,379;9752414,585
3024;623569,472;9755360,763
3025;623571,7561;9756184,023
3026;623594,971;9750028,943
3027;623600,1;9754633,74
3028;623600,8873;9756180,774
3029;623603,288;9763736,77
3030;623603,288;9763736,77
3031;623605,64;9533037,09
3032;623617;9909902
3033;623631,512;9755837,911
3034;623638;9892856
3035;623644,801;9748832,703
3036;623654,448;9747370,905
3037;623670,21;9822176,29
3038;623688,59;9588579,93
3039;623706;10079313
3040;623717;10018108
3041;623717,17;9809690,57
3042;623724,31;9525086,67
3043;623731,038;9761943,23
3044;623735,33;9755470,94
3045;623751,086;9756235,566
3046;623803,156;9763539,805
3047;623807,7;9624746,09
3048;623837,3596;10025110,44
3049;623843,85;9939071,97
3050;623850,255;9959874,085
3051;623878,599;9765125,836
3052;623879,484;9765126,441
3053;623882,05;9644444,06
3054;623894,668;9751507,462
3055;623913,88;9760330,42
3056;623920,5717;10028276,51
3057;623926;10035552
3058;623940,2;9751004,34
3059;623959,25;9759605,032
3060;623961,2594;9756081,285
3061;623975,596;9759845,644
3062;623978,63;9747686,055
3063;623990,95;9884479,07
3064;624017,887;9755985,438
3065;624030;9797950
3066;624048,1;9747736,492
3067;624077,8744;9757227
3068;624080,3178;10062265,04
3069;624086,3335;9751215,675
3070;624090,69;9552527,43
3071;624135,977;9748080,988
3072;624139;9851744
3073;624143,79;9807658,76
3074;624145,235;9751678,568
3075;624166,13;9722017,64
3076;624169,266;9749685,779
3077;624177,627;9749009,122
3078;624189,2402;10031485,59
3079;624189,738;9749570,073
3080;624196,318;9748171,214
3081;624202;9793382
3082;624218;10039402
3083;624220,74;9757884,25
3084;624222,43;9748370,8
3085;624236,83;9552486,97
3086;624257;9785293
3087;624266;9908636
3088;624271,165;9750676,524
3089;624272,9081;10029385,12
3090;624280;9846110
3091;624297;9897502
3092;624298,0437;9749345,96
3093;624320,584;9759825,416
3094;624326;9772915
3095;624333,877;9749272,173
3096;624351,428;10063867,91
3097;624365,3175;9709506,509
3098;624367,8147;9526230,293
3099;624368,383;9748513,477
3100;624375,8;9552880,82
3101;624429,531;9758255,278
3102;624430,63;9600541,8
3103;624446;10054501
3104;624473,462;9915517,295
3105;624492;9782327
3106;624513,765;9764444,718
3107;624519,25;9518813,07
3108;624521;9902057
3109;624542,73;9635434,36
3110;624615;9888696
3111;624626,712;9758724,688
3112;624636,34;9773274,82
3113;624644,812;9933845,445
3114;624677;9906099
3115;624686,624;9925338,929
3116;624702,05;9750423,221
3117;624704,84;9748136,4
3118;624707,4;9748750,71
3119;624733;10075371
3120;624745,85;9750272,3
3121;624770,698;9758684,389
3122;624773,691;9750983,19
3123;624787,61;9750150,82
3124;624789,1492;9761499,639
3125;624789,78;9512495,76
3126;624815;9896096
3127;624851,343;10025635,64
3128;624861,19;9758770,128
3129;624861,19;9758770,128
3130;624871,954;9749378,901
3131;624905;9567414
3132;624918,7;9833891,38
3133;624937;10054052
3134;624944,23;9870403,68
3135;624976,771;9748906,027
3136;624982,324;9758609,834
3137;625006,51;9748141,43
3138;625060,431;9750850,658
3139;625096;9814299
3140;625126,21;9749983,51
3141;625129,748;9887520,844
3142;625156,917;9880948,124
3143;625171,88;9599468,3
3144;625206;10094992
3145;625223,3;9994570,69
3146;625237,589;9750570,585
3147;625238,8;9639611,94
3148;625296,4521;9569100,171
3149;625315;9771922
3150;625382;10064516
3151;625393,583;9963762,169
3152;625412,0355;9754052,469
3153;625439,97;9534222,62
3154;625441;9900819
3155;625449,95;9552696,29
3156;625493,34;9873521,88
3157;625585,0049;10006052,7
3158;625625,59;9869012,75
3159;625626,99;9529798,14
3160;625648,38;9566611,5
3161;625658,716;9944555,188
3162;625669,45;9639978,94
3163;625677;9779788
3164;625713,27;9639500,04
3165;625749;9836480
3166;625777;9816739
3167;625799,04;9645871,36
3168;625801,91;9817969,63
3169;625804,5635;9999573,148
3170;625811,617;9949407,204
3171;625822,52;9555330,51
3172;625840,453;9932678,4
3173;625852;9904653
3174;625881,3752;9982486,762
3175;625901;9795804
3176;625934,0046;9983874,798
3177;625981,73;9807822,22
3178;626025;10089586
3179;626044,68;9603444,94
3180;626113,0802;9979732,166
3181;626155,17;9843049,39
3182;626158;9834728
3183;626185,23;9593450,11
3184;626219,23;9821638,09
3185;626219,9849;10035250,69
3186;626219,9863;10035238,41
3187;626231,97;9803467,28
3188;626260,72;9973739,74
3189;626276;9822299
3190;626283,68;9810236,02
3191;626289,9413;9999542,438
3192;626290,98;9777875,52
3193;626294;9773560
3194;626311,14;9822341,09
3195;626320,35;9797272,48
3196;626336;9822338
3197;626353;9785103
3198;626391,0819;10023744,1
3199;626409;9856696
3200;626410;9883790
3201;626424,04;9565696,46
3202;626426,56;9585837,71
3203;626466,01;9640154,53
3204;626467;9801532
3205;626481,4;9551243,33
3206;626493,05;9873699,52
3207;626521;9823265
3208;626531,31;9798738,85
3209;626544,4;9541689,8
3210;626623;9792416
3211;626644,2;9938064,77
3212;626677,98;9642734,92
3213;626678,162;9952569,825
3214;626678,97;9810407,94
3215;626687,856;9956808,679
3216;626691;9821213
3217;626716,921;9933499,504
3218;626726;9792160
3219;626733;9792155
3220;626733;9862600
3221;626754;9894037
3222;626781,48;9996241,23
3223;626829,78;9815660,75
3224;626841,24;9596817,07
3225;626869,136;9706908,958
3226;626894,98;9627409,66
3227;626919,947;9896377,538
3228;626962;9906345
3229;626986,839;9970267,284
3230;627022,6371;10002508,92
3231;627052,306;9712558,212
3232;627060,73;9599162,11
3233;627073,21;9738170,47
3234;627075,94;9836189,21
3235;627090,95;9864837,88
3236;627100,44;9647486,74
3237;627100,44;9647486,74
3238;627125;9790839
3239;627175,7593;9738611,942
3240;627181;9759149
3241;627201,11;9947026,202
3242;627219;9872406
3243;627247;9825489
3244;627247;9947013
3245;627251;10054487
3246;627341;10095884
3247;627349,1748;10027370,9
3248;627351,86;9758384,65
3249;627352,7192;10095836,4
3250;627352,7192;10095836,4
3251;627389,9326;10079176,96
3252;627413;9787170
3253;627416,42;9944858,29
3254;627459,08;9855180,2
3255;627467,34;9804546,74
3256;627471,87;9647272,72
3257;627472,76;9640731,27
3258;627476,78;9758859,94
3259;627489,8278;9654382,475
3260;627494;10095898
3261;627496,074;9882673,991
3262;627551,69;9760063,96
3263;627553,06;9808480,21
3264;627597,564;9926060,122
3265;627599;9859824
3266;627600,708;9983678,02
3267;627603;9520265
3268;627603;9520265
3269;627616,7061;10060112,85
3270;627619,517;9885033,949
3271;627634,3673;10016202,06
3272;627635,8238;9633754,29
3273;627665,967;9929484,287
3274;627686,702;9958726,584
3275;627713;9909940
3276;627826,1078;10064264,75
3277;627830,63;9590432,23
3278;627887;9628033
3279;627888,49;9507777,99
3280;627918,61;9795014,02
3281;627944,81;9584270,6
3282;627954,35;9591946,22
3283;627967;9902645
3284;627993;9784373
3285;628026,05;9798675,97
3286;628026,05;9798675,97
3287;628056;10083818
3288;628072,7;9514283,42
3289;628073,17;10070764,44
3290;628074,214;9951738,001
3291;628075,27;9528538,42
3292;628077,52;9851465,59
3293;628094;9801867
3294;628104;9759128
3295;628107;10089586
3296;628116;10095076
3297;628140,7504;9628505,174
3298;628154;9893319
3299;628159,26;9553492,16
3300;628170,083;9893320,817
3301;628170,87;9846359,59
3302;628214,2487;9668658,006
3303;628248;9817757
3304;628264;10095895
3305;628280,9;9790286,28
3306;628284,4014;9760228,248
3307;628304;9758830
3308;628343;9912578
3309;628367,1433;9628348,498
3310;628372,7587;9975994,729
3311;628439;9899381
3312;628444;9897173
3313;628472,6056;9999803,462
3314;628475,19;9611596,45
3315;628501;10096229
3316;628604;9760038
3317;628644;9887678
3318;628650,13;9831048,3
3319;628654;9869561
3320;628672;9822845
3321;628728;9759274
3322;628729,0386;9760695,723
3323;628753,169;9766355,112
3324;628771;9761501
3325;628793;9759339
3326;628800;9761920
3327;628819,288;9931328,752
3328;628840;9758272
3329;628858,12;9556126,07
3330;628861,87;9840666,63
3331;628868,911;9888888,175
3332;628916,15;9867919,22
3333;628952;9760036
3334;628959;9808804
3335;628982;9774580
3336;628993;9874636
3337;628995,25;9624583,59
3338;629000,27;9854688,61
3339;629003;9774470
3340;629032;10060906
3341;629034,331;9899826,274
3342;629039,45;9877201,69
3343;629049;9827776
3344;629063,44;9847510,03
3345;629063,93;9572811,7
3346;629082;9779970
3347;629114,14;9858877,21
3348;629139;9920253
3349;629152;9896649
3350;629246,13;9508996,6
3351;629338,37;9761162,8
3352;629339,86;9543989,18
3353;629340,086;9891276,41
3354;629379;9824828
3355;629447,1392;9761119,5
3356;629500,7;9528110,39
3357;629507,9198;10015293,17
3358;629514,78;9529628,17
3359;629518;10096556
3360;629535,2801;9760217,976
3361;629537,8645;9762479,116
3362;629571,15;9641274,02
3363;629583,428;9893264,701
3364;629586,7083;9768315,324
3365;629595,614;9898647,865
3366;629596;9543134
3367;629612,9599;10016733,43
3368;629614;9779108
3369;629626,6329;9932511,023
3370;629639;9770470
3371;629646;9806148
3372;629674;10076503
3373;629676,73;9570249,31
3374;629730,855;9885501,619
3375;629771,37;9789006,51
3376;629786,2015;9985486,834
3377;629816,0746;9761555,309
3378;629865,8263;9761487,648
3379;629866,7;9821803,13
3380;629905,24;9804985,35
3381;629931,028;9952983,76
3382;629932;9937496
3383;629945,11;9641241,04
3384;629953,455;9963442,772
3385;629965;9853672
3386;629984,17;9800424,65
3387;629988;9797074
3388;629988;9853781
3389;630013,77;9552012,19
3390;630015;10087368
3391;630029,7638;9568215,445
3392;630033,7036;10062794,23
3393;630037,96;9812410,02
3394;630040,66;9641485,92
3395;630095,54;9959248,178
3396;630103;9783544
3397;630155;9838257
3398;630163;9762809
3399;630165,259;9947888,925
3400;630199,0889;9762127,634
3401;630212;9774854
3402;630275,82;9815746,68
3403;630279,3248;9760571,092
3404;630290,1743;9971765,67
3405;630296,19;9642293,07
3406;630296,19;9642293,07
3407;630299,98;9584343,24
3408;630299,98;9584343,24
3409;630308,82;9521518,26
3410;630357,57;9801995,31
3411;630363,2;9505297,92
3412;630417,964;9888119,822
3413;630435;9749389
3414;630445,58;9641438,31
3415;630480;9938844
3416;630480,82;9839949,63
3417;630487;9766558
3418;630492,7258;9761153,131
3419;630502,84;9642257,57
3420;630525,4177;9996535,995
3421;630537,784;10003494,71
3422;630542;9811485
3423;630548,4216;9761841,389
3424;630570,2422;9761166,752
3425;630594,0097;9717736,391
3426;630610,9065;9762496,793
3427;630633,274;9954499,674
3428;630633,4365;9761605,159
3429;630635,48;9811048,25
3430;630637,57;9814475,88
3431;630646,14;9557574,2
3432;630659;9891490
3433;630686,3732;9760198,082
3434;630726,44;9549088,54
3435;630730,93;9644951,6
3436;630754,21;9527993,44
3437;630763;9814499
3438;630853,9;9648538,91
3439;630897,006;9889363,431
3440;630923;10081462
3441;630941;9816608
3442;630971;9761598
3443;631007;9761285
3444;631029;9910013
3445;631058,58;9528195,48
3446;631058,58;9528195,48
3447;631058,58;9528195,48
3448;631106,82;9631967,84
3449;631111,97;9678169,51
3450;631120,7874;10075591,56
3451;631135;10058926
