AMIE;x;y
7924;728409;9893878
7925;728448,8985;9649493,926
7926;728452,3655;9665620,733
7927;728464,847;9717526,49
7928;728472;9889688
7929;728492,37;9662313,86
7930;728493;10092793
7931;728511,3947;9691259,375
7932;728544;9854596
7933;728575;9901641
7934;728575;9892182
7935;728625,2202;9685735,098
7936;728640;10080424
7937;728661,177;9695570,787
7938;728697,5128;9686270,017
7939;728718;10081678
7940;728728,017;9963473,797
7941;728760,6631;9740557,627
7942;728772;10146736
7943;728785,0526;9661911,763
7944;728800,1959;9683387,51
7945;728817,0986;9907661,327
7946;728823;9949476
7947;728827,302;9716672,492
7948;728842,246;9719967,326
7949;728856,534;9676978,478
7950;728860,7615;9656593,908
7951;728872,231;10129744,77
7952;728875,1103;9906198,969
7953;728930,41;9692099,857
7954;728948,86;9541883,22
7955;728950,843;9908514,88
7956;728962,2844;9700119,238
7957;728980;9897564
7958;728989,519;9724309,583
7959;729000,5854;9713867,909
7960;729018,0246;9645305,148
7961;729021,2;9604438,42
7962;729099,5332;9723591,702
7963;729149,2556;9966496,83
7964;729157,19;9544810,15
7965;729223;10097462
7966;729243,412;9716676,42
7967;729271,86;9821406,69
7968;729275,812;9717616,462
7969;729281,12;9716506,678
7970;729295,9457;9670728,482
7971;729306;9888169
7972;729335,5941;9950743,503
7973;729336,8327;9679490,791
7974;729403,6658;9957358,468
7975;729441,53;9606586,83
7976;729490;9858881
7977;729505,843;9716816,523
7978;729507,0235;10083200,52
7979;729529,66;9599185,52
7980;729546,462;9775921,999
7981;729552,5833;10026157,42
7982;729567,3127;9896476,585
7983;729581,663;9716795,474
7984;729588,007;9669068,394
7985;729612,265;9980970,273
7986;729612,69;9595377,11
7987;729635;9944806
7988;729643,553;9724186,805
7989;729672,6;9822666,7
7990;729686,6023;10017536,65
7991;729706;10085407
7992;729711,044;9664825,671
7993;729749;9689107
7994;729752,51;9719346,01
7995;729766,9585;9685026,416
7996;729771,4457;9969280,204
7997;729777;10090790
7998;729808,93;9835740,2
7999;729816,259;9721476,907
8000;729818,2;9834215,94
8001;729835,2188;9665154,179
8002;729837,1324;9925895,145
8003;729860,2873;9646434,089
8004;729861,7977;9681090,539
8005;729866,25;9599836,09
8006;729867,24;9607542,28
8007;729884;9898919
8008;729927;9784553
8009;729939,22;9714558,2
8010;729960,872;9708412,193
8011;729963,7081;9705838,269
8012;729969,114;9707646,085
8013;729981,8893;9701963,99
8014;730002,63;9464945,95
8015;730014,125;9873645,754
8016;730023,5235;9701011,486
8017;730042,997;9683919,866
8018;730057;9831882
8019;730134,215;9722114,015
8020;730149;9772113
8021;730164,6223;9682844,316
8022;730182,07;9769113,52
8023;730210;10086497
8024;730216,4716;9876537,803
8025;730241,59;9599920,98
8026;730263,1366;9906022,291
8027;730266;9965124
8028;730297,303;9995837,011
8029;730317;10087906
8030;730324,9698;9952669,604
8031;730330,7549;9707309,317
8032;730339,7309;9916136,553
8033;730344,29;9807070,1
8034;730347,2865;9704273,79
8035;730347,681;9722188,834
8036;730359,69;9856677,23
8037;730383;9876208
8038;730409,4013;9892739,831
8039;730436,78;10124742,8
8040;730452;9860906
8041;730482,7786;9719011,706
8042;730495,0392;9669417,395
8043;730511,1604;9652230,395
8044;730536,51;9722296,564
8045;730540,899;9691479,508
8046;730553;10089402
8047;730611,313;9714837,009
8048;730617;10083939
8049;730644,27;9598066
8050;730650;9552256
8051;730651,03;9598283,02
8052;730663,7662;9685547,11
8053;730689;9883630
8054;730700;9881399
8055;730736,1831;9915010,414
8056;730751;9876088
8057;730793;9604952
8058;730807,6946;9674722,827
8059;730809,0856;9939285,485
8060;730911,83;9746803,43
8061;730925;9961231
8062;730926,71;9610631,91
8063;730936,1545;9909213,633
8064;730952,067;10131955,82
8065;730959,2748;9667529,647
8066;731046;9857551
8067;731125,8417;9719225,739
8068;731128;9780143
8069;731144,2841;9700567,149
8070;731167,9793;9935522,957
8071;731174,8505;9717044,273
8072;731198,127;9693386,029
8073;731206,9571;9958565,385
8074;731216,617;9690206,702
8075;731243,758;9941449,438
8076;731246,8729;9675300,724
8077;731262;9877638
8078;731347;9875231
8079;731378,98;9840993,02
8080;731379;9807500
8081;731455,577;9695334,259
8082;731455,958;9693509,825
8083;731466,1324;9911526,895
8084;731510;9897354
8085;731565;10082481
8086;731581,9941;9672521,542
8087;731584,5782;9656222,399
8088;731584,9931;9903815,674
8089;731647,5688;9908044,654
8090;731662;9824326
8091;731677,13;9608450,46
8092;731713;9901068
8093;731737,8465;9676579,899
8094;731743,291;9705737,558
8095;731775,055;9708115,757
8096;731778,5862;9715878,859
8097;731795;9898189
8098;731796,789;9707098,534
8099;731810,9951;10022504,74
8100;731840;9901919
8101;731859;10088131
8102;731872,0815;9877223,562
8103;731873,175;9821523,238
8104;731904,0172;9698385,01
8105;731940;9788922
8106;732011,091;9913649,697
8107;732014;9765034
8108;732016,5999;9701177,058
8109;732022,62;9594870,81
8110;732133;9869215
8111;732174,9927;9942799,21
8112;732184;9957097
8113;732199,1581;10009747,8
8114;732224,93;9593027,75
8115;732232,0196;9933861,955
8116;732244,7119;9720497,524
8117;732278,1265;9717140,798
8118;732343,5083;9657357,698
8119;732347;9895295
8120;732380,926;9701032,028
8121;732381,16;9592995,29
8122;732408,9874;9710298,35
8123;732489,1448;9685868,821
8124;732496,1762;9712562,565
8125;732498;10081338
8126;732537,9724;9662733,886
8127;732543;9768961
8128;732548;10077606
8129;732587,8446;9688683,647
8130;732606,0755;9683392,912
8131;732696,4933;9667333,185
8132;732699;10081920
8133;732716,8128;9698736,358
8134;732735,4433;9649476,123
8135;732781,0267;9908849,824
8136;732834,1226;9665019,38
8137;732888,169;9693100,424
8138;732889,51;9596992,4
8139;732908,97;10019445,6
8140;732942,08;9792216,44
8141;732968,461;10000520,98
8142;732977,16;9573833,67
8143;732979,05;9581841,53
8144;733059,8104;9670360,747
8145;733067;10081338
8146;733071,518;9689650,592
8147;733092,808;9703904,768
8148;733121,76;9581374,42
8149;733131;9850384
8150;733156,386;9650305,592
8151;733175,525;9708898,46
8152;733177,0754;9918822,423
8153;733200;9875499
8154;733207,3616;9720420,618
8155;733217,027;9699705,01
8156;733236,29;9615826,14
8157;733265,995;9680626,27
8158;733271,7;9554100,14
8159;733271,7;9554100,14
8160;733299,9095;9675747,838
8161;733322,116;9955212,041
8162;733329,736;9776135,356
8163;733405;9579035
8164;733414;9917198
8165;733429,065;10129953,67
8166;733452,071;9913543,494
8167;733453,2909;9673836,087
8168;733455,6642;9686814,049
8169;733479,2368;9961468,955
8170;733540,25;9590303,77
8171;733547,9252;9916906,634
8172;733561,0792;9695671,678
8173;733684,79;9583202,65
8174;733715,4975;9672034,461
8175;733746;10024628,01
8176;733746;10024628,01
8177;733764,8225;9882340,741
8178;733787,69;9966321,92
8179;733798;9582801
8180;733838,9455;9893611,962
8181;733904,3394;9655077,457
8182;733922,3671;9877385,487
8183;733928,9266;9651679,73
8184;733936;10111593
8185;733954,498;9702719,007
8186;733957,064;10002931,74
8187;733976;9799745
8188;734028,135;9697053,17
8189;734040,543;9700157,57
8190;734065,9506;9908949,578
8191;734079;9592794
8192;734096;9770629
8193;734098;10149616
8194;734105,264;10087897,53
8195;734120,0647;9917984,39
8196;734139;9959057
8197;734172,796;9656235,699
8198;734209,8664;9681976,65
8199;734215,0445;9902102
8200;734220;9822667
8201;734221,956;9659215,888
8202;734311,51;9575043,03
8203;734326,9281;9713481,253
8204;734332,58;9574932,11
8205;734368,4211;9669388,514
8206;734448,86;9567286,07
8207;734448,86;9567286,07
8208;734460,7567;9707169,046
8209;734473,167;9700014,586
8210;734507,57;10128041
8211;734580,776;9699771,11
8212;734613,6927;9689967,354
8213;734651,401;9764759,329
8214;734673,014;9699105,621
8215;734680,4125;9739522,62
8216;734820;10088009
8217;734870;10080563
8218;734912;9550585
8219;734963,0677;9663835,418
8220;734974,2648;9677735,239
8221;735063;9798777
8222;735073,68;9692701,05
8223;735103,312;9922194,903
8224;735130;9563131
8225;735133,7661;9653376,373
8226;735142,4973;9695432,304
8227;735154,0285;9919747,914
8228;735186,5;9557080,25
8229;735191,9698;10123927,3
8230;735222;10155387
8231;735246,6955;9694955,888
8232;735269,037;9710603,283
8233;735345;9891665
8234;735345,955;9747330,45
8235;735353,9117;10004740,69
8236;735398;10139100
8237;735413,6727;9688165,445
8238;735415;9592815
8239;735450,0841;9632457,292
8240;735452,5284;9927053,807
8241;735468;9880240
8242;735505;9597736
8243;735513,1904;9660863,251
8244;735515,0937;9913574,149
8245;735518;9874324
8246;735636;9797929
8247;735690;9587207
8248;735715,5114;9917924,786
8249;735724,3936;9680751,001
8250;735731;9766671
8251;735862;9750953
8252;735881,3701;9711758,08
8253;735915,7436;9721316,449
8254;735916,7412;9896788,922
8255;735932;9901646
8256;735964;9898494
8257;735975,92;9571295,2
8258;735979,882;9717091,71
8259;736052,9866;9718323,647
8260;736077,1568;9692880,488
8261;736130,4205;9718434,128
8262;736134,5567;9697347,765
8263;736160,0002;9667247,995
8264;736161;9769657
8265;736199,0167;9918140,14
8266;736206;9767813
8267;736242;9587101
8268;736258;9798257
8269;736266,0253;9907975,611
8270;736304,55;9583248,18
8271;736330,9899;9923801,039
8272;736365,002;9658975,048
8273;736400;9585381
8274;736427,1768;9663174,823
8275;736450;9568508
8276;736454,8582;9695039,764
8277;736474,6197;9677225,454
8278;736521,11;9690646,63
8279;736551,984;9701040,147
8280;736558,9619;9749526,768
8281;736614,71;9558116,47
8282;736637,4363;9675120,487
8283;736662,6439;9698959,882
8284;736692;10093129
8285;736715,2214;9683631,147
8286;736716,1462;9826236,324
8287;736726,1424;9714319,101
8288;736730,4622;9908701,992
8289;736757,6175;9911549,593
8290;736787,7077;9847925,15
8291;736806;10122389
8292;736843,5607;9679569,07
8293;736992,871;9724294,994
8294;737042,703;9901441,214
8295;737104,582;9889587,989
8296;737144;9795160
8297;737238,1225;9666270,518
8298;737286,1302;9691710,762
8299;737297;9801925
8300;737336;9873981
8301;737337,439;9915592,229
8302;737340,0677;9687409,164
8303;737347,1235;10025494,95
8304;737352,7984;9903845,424
8305;737381;9894736
8306;737403;10092362
8307;737409,1391;9918652,321
8308;737426,23;9920813,393
8309;737476;9874129
8310;737477,88;9576166,56
8311;737514;9568018
8312;737570,2624;9720219,939
8313;737607,2957;9908944,052
8314;737615,5023;9913672,203
8315;737654,7931;9719012,31
8316;737680,38;10107950,3
8317;737697,605;9715033,361
8318;737701,0281;9700853,779
8319;737828,386;9711502,258
8320;737866;10159819
8321;737906,8597;9659276,138
8322;737944,9652;9924382,003
8323;737945,7066;9966052,695
8324;737962;9763973
8325;738010,6671;9966080,334
8326;738016,5459;9699313,897
8327;738025,92;9609277,89
8328;738043;9899436
8329;738097,3262;9930463,595
8330;738281;10103209
8331;738291;9905805
8332;738333;10028837,91
8333;738348,3522;9714212,006
8334;738378,25;9722986,932
8335;738413;9897085
8336;738431;10108778
8337;738504;9805181
8338;738512,987;9926006,029
8339;738575,3055;9908285,258
8340;738620;9902797
8341;738622;9900130
8342;738649,735;9895243,56
8343;738697,1595;9665559,813
8344;738752;9562131
8345;738758,7428;9686085,362
8346;738812;9855241
8347;738817,0469;10100205,52
8348;738826;9961439
8349;738836;9896527
8350;738874,627;9696842,519
8351;738939,889;9697511,961
8352;738977,014;9690524,763
8353;738994,1808;9688100,505
8354;738996,406;9696270,061
8355;739048,75;9984141,07
8356;739082,97;9910425,94
8357;739152,3522;9720177,382
8358;739168,4698;9697016,772
8359;739200,462;9696878,264
8360;739201,3179;9681561,765
8361;739204,016;9756508,425
8362;739212;9770804
8363;739219,6602;9690936,324
8364;739243;9699600
8365;739277,657;9697516,99
8366;739285;9851265
8367;739309,413;9696743,54
8368;739318,716;9696484,801
8369;739327,451;9756810,88
8370;739349;10130786
8371;739354,519;9694291,352
8372;739391;9749793
8373;739401,6755;9666942,215
8374;739439,3117;9721786,908
8375;739459,53;9697515,974
8376;739510;9563573
8377;739573;9978257
8378;739583;9904327
8379;739610,0738;9700623,035
8380;739614,234;9697434,195
8381;739626;10100039
8382;739637,114;9697048,312
8383;739680,0181;9949937,269
8384;739693,4209;10099990,35
8385;739695,2949;9714105,163
8386;739847,645;9659803,777
8387;739873,2541;10108070,45
8388;739944,9666;9972089,696
8389;739948,16;9704985
8390;740019,65;9741345,67
8391;740043;10098116
8392;740043;10098116
8393;740122;10099962
8394;740148,8436;9697297,629
8395;740170,4873;9665220,058
8396;740191,5917;9680828,624
8397;740234;9567284
8398;740242,02;9860640,28
8399;740254;10142207
8400;740340;9845516
8401;740347,36;10008825,3
8402;740439;9892724
8403;740488,2181;9930840,23
8404;740502,5534;9691833,94
8405;740509,97;10099538,2
8406;740540,609;9689016,335
8407;740552,83;9687280,316
8408;740564;10142881
8409;740608,4249;9658748,343
8410;740635,991;10085688,01
8411;740658;9901810
8412;740743;10142448
8413;740745,722;9662185,162
8414;740746,3481;9953525,886
8415;740786;9752793
8416;740812,931;9710942,387
8417;740831;10142561
8418;740908;9847018
8419;740914,781;9697787,434
8420;740919;10118482
8421;740924;9906907
8422;740932;9904719
8423;740940;10142032
8424;740947;9894650
8425;740976,525;9702879,006
8426;741005,35;9558346,72
8427;741025,621;9697908,182
8428;741025,9838;9911292,699
8429;741161;9960072
8430;741238,84;9554722,45
8431;741246;9767766
8432;741292,0105;9671578,066
8433;741312,2332;9714594,018
8434;741317;9858935
8435;741318;9904912
8436;741322,7967;9993101,357
8437;741377,643;9755669,228
8438;741435,08;10009483,5
8439;741466;9855780
8440;741477;10141694
8441;741487,9017;9554787,378
8442;741499;9898924
8443;741525,5739;10114678,27
8444;741587;9911780
8445;741654,7326;9630797,809
8446;741669,93;9696220,2
8447;741673,845;9762537,109
8448;741690,1807;9668289,612
8449;741765;10142034
8450;741825;9799969
8451;741826;9906289
8452;741939,1135;9901721,166
8453;741960;9759600
8454;741972;9748386
8455;741975;10127585
8456;741977,29;9563469,58
8457;742055,04;9550293,56
8458;742246;9770212
8459;742302;9899446
8460;742324;9746180
8461;742324,922;10113130,27
8462;742409,6103;9695622,002
8463;742428,1683;9705262,518
8464;742453;9762977
8465;742619;9776144
8466;742678,95;9568310,07
8467;742748;9906970
8468;742769,0117;9682407,666
8469;742874,4286;9671983,606
8470;743001;9797776
8471;743017,5536;9717967,876
8472;743043,653;9662959,418
8473;743131,267;9708663,469
8474;743158,373;9916399,546
8475;743184,61;9592646,27
8476;743244;9753090
8477;743255,4167;9922179,554
8478;743347;9773227
8479;743420,91;9592447,55
8480;743427,274;9808984,808
8481;743454;9747481
8482;743475;9752703
8483;743514,222;9666822,224
8484;743625,5;9575505,81
8485;743638;10140783
8486;743668,1189;9757192,346
8487;743722;9776002
8488;743747;9965698
8489;743768,52;10118333,3
8490;743790,743;9684097,151
8491;743819,145;9689875,374
8492;743826;9778608
8493;743832;9797560
8494;743841,0001;9770497
8495;743998,2985;9682686,988
8496;744026,314;9677892,048
8497;744061,9848;9706467,134
8498;744076,823;9664118,492
8499;744208,791;9762002,956
8500;744252;9856334
8501;744253,395;9812391,137
8502;744330,605;9704277,265
8503;744340,3503;9957561,893
8504;744415,9683;9720752,358
8505;744471;9775164
8506;744476,1243;9701254,012
8507;744479,7056;9696937,093
8508;744486,635;9811259,368
8509;744583,0105;10017983,62
8510;744660,8982;9668436,495
8511;744664;9820410
8512;744728,9557;9665915,265
8513;744751;9822904
8514;744776,5746;9659418,845
8515;744787,69;10015774,5
8516;744823,944;9662681,087
8517;744844;9825698
8518;744872,346;9683066,492
8519;744875,3994;9954126,797
8520;744942,8318;9695439,134
8521;745048,331;9687949,482
8522;745056,7968;9674529,121
8523;745058,12;10025516,3
8524;745137,0649;10013998,65
8525;745195,352;9662578,408
8526;745281,959;9779692,027
8527;745312,2649;9662245,504
8528;745332,904;9780914,915
8529;745350,665;9662341,049
8530;745361;10096856
8531;745364,229;9672935,527
8532;745405;9919160
8533;745407,8961;9819205,492
8534;745413,442;9667325,589
8535;745442,3925;9628202,383
8536;745459;9757913
8537;745545,86;9671003,516
8538;745549;9763677
8539;745574,11;9549490,25
8540;745647,6961;10011866,3
8541;745745;9773413
8542;745820,4557;9666243,186
8543;745843;9774657
8544;745869,72;9582211,97
8545;745919;9820733
8546;745922,554;9705197,903
8547;745926,5461;9690823,17
8548;745937;9761336
8549;745990;9914480
8550;746044,8797;9686710,739
8551;746102,03;10022425,8
8552;746115;9905830
8553;746150,9062;9998142,97
8554;746181,108;9664692,977
8555;746187;9854777
8556;746259,019;10143803,88
8557;746291,25;9593124
8558;746331;9903708
8559;746332;9795397
8560;746352;9767409
8561;746375;9915473
8562;746413,041;9778485,174
8563;746439,1944;9674622,317
8564;746439,25;9588576,57
8565;746457,144;9781792,924
8566;746538,667;9680115,308
8567;746539,008;9681470,056
8568;746552,75;9569162,22
8569;746570;9823217
8570;746570,98;9594716,2
8571;746620,4374;9643384,788
8572;746666;9751361
8573;746727;9569240
8574;746737,644;9626708,969
8575;746773,406;9679437,052
8576;746780;9812184
8577;746793,63;10016212,3
8578;746840,931;9680458,782
8579;746879,503;9679453,813
8580;746896,779;9682909,208
8581;746947,996;9680742,672
8582;746975,287;9679295,521
8583;746977,462;9676395,981
8584;746989,805;9680330,639
8585;747000,684;9784230,173
8586;747020;9792227
8587;747036,1453;9948749,002
8588;747042,302;9679768,488
8589;747052,95;9591302,2
8590;747113,0003;9686598
8591;747152,4385;9806799,931
8592;747211,9345;10153667,1
8593;747221;9766571
8594;747238,6778;9684142,762
8595;747267,338;9676501,456
8596;747290;9746772
8597;747295,3785;9697773,075
8598;747305;9912465
8599;747375,922;9782619,926
8600;747397,4597;9676744,599
8601;747432,07;10019649,5
8602;747446;9901440
8603;747510;9679780
8604;747583,8;10121132,5
8605;747632,0913;9993986,626
8606;747652;9907657
8607;747666,8678;9811805,012
8608;747697,07;10008755
8609;747729,1666;9712094,054
8610;747759,54;9778595,607
8611;747812,079;9672555,619
8612;747861,1701;10124764,08
8613;747884;9855427
8614;747896,6856;10106060,29
8615;747911,07;9584604,5
8616;747930;10137156
8617;747944,423;9803625,494
8618;748017,973;9812039,527
8619;748085,66;10114722,65
8620;748087,3857;9685268,798
8621;748102;9793256
8622;748141;9747277
8623;748171;9913764
8624;748180;9763638
8625;748217,3;9666615
8626;748277,43;9559397,17
8627;748336,14;9576148,03
8628;748354,6282;9576124,651
8629;748357,4056;9674907,101
8630;748378,2014;9696855,401
8631;748382,577;9692526,519
8632;748452,8759;10111838,07
8633;748462,7964;9690441,584
8634;748481,5682;9576603,819
8635;748482,775;9692459,372
8636;748484,671;9798768,497
8637;748503;10115071
8638;748510,41;9859085,93
8639;748587,0741;9704567,495
8640;748596;9768710
8641;748601,472;9691011,202
8642;748649,0204;9668404,68
8643;748656,17;9575485,24
8644;748699,9279;9667095,56
8645;748706,6307;10015636,61
8646;748709,7463;9687572,127
8647;748715,55;9571116,81
8648;748718,813;9781215,76
8649;748721,9719;9676467,312
8650;748734;9915803
8651;748745,539;9800710,662
8652;748757,4513;10130423,85
8653;748763,091;9782509,607
8654;748784;9908187
8655;748801,05;9576532,89
8656;748849,57;9561329,78
8657;748932;9794534
8658;748934,32;9577634,96
8659;748945;9909462
8660;748964,136;9807238,125
8661;748967,9187;9669743,701
8662;748976,107;9785945,563
8663;748976,44;9578810,04
8664;748987;9823610
8665;749027,157;9784975,019
8666;749060;9750507
8667;749119;10124501
8668;749121;9795620
8669;749201,0726;9828306,539
8670;749206,237;9894373,89
8671;749270,269;9695743,771
8672;749276,888;9677431,041
8673;749311;9916432
8674;749326;10131462
8675;749393;9793501
8676;749426;9569933,91
8677;749550;9576575
8678;749577,603;9892217,742
8679;749595;9893184
8680;749599,3183;9955431,208
8681;749622,65;9813887,259
8682;749632;9792798
8683;749663,4177;9668445,586
8684;749708,4851;9831520,018
8685;749748,8123;10018140,93
8686;749761,7021;9644917,349
8687;749798;9763984
8688;749812,4672;9682675,134
8689;749858,3449;9690396,825
8690;749866,2701;10019339,24
8691;749894;9825166
8692;749996,6057;10129074,22
8693;750003,659;9783806,1
8694;750026,3165;9953610,162
8695;750031;9829368
8696;750036,5007;9665110,888
8697;750046,9551;9676292,59
8698;750049;10033372,13
8699;750068,4578;10000368,72
8700;750119;9907470
8701;750179,882;9826968,883
8702;750200,32;9563283,63
8703;750279;9789663
8704;750317,92;9587842,96
8705;750353;9904824
8706;750370,707;9892066,619
8707;750442,0531;10014653,51
8708;750468;9806860
8709;750480,9;10012429,5
8710;750486,4638;9679794,643
8711;750488;9791543
8712;750489,854;9893523,128
8713;750578;10030898,74
8714;750624,6798;9684077,784
8715;750625,505;9815469,942
8716;750634;9860436
8717;750726,1135;9691777,896
8718;750796,58;9515490,83
8719;750836,508;9780029,786
8720;750923,68;9588136,32
8721;750966,68;9581913,28
8722;750984,9835;9681913,855
8723;750989;9747046
8724;750996,21;9586609,31
8725;751025,4202;9828237
8726;751107,7;9586751,81
8727;751280,92;10126406,7
8728;751324,0832;9832882,611
8729;751331;9817746
8730;751448;9911058
8731;751481;9772040
8732;751483,831;9814740,616
8733;751513;9911461
8734;751547,4322;9953098,5
8735;751560,5164;9685495,563
8736;751600,265;9687070,336
8737;751610;9756111
8738;751637;9910364
8739;751637;9799513
8740;751663,74;9560405,41
8741;751722,56;9527437,63
8742;751765;9902465
8743;751791,13;10012445,7
8744;751809;9854701
8745;751892,17;9576227,83
8746;751904;9914662
8747;751917,9873;10009420,91
8748;752020,006;9889003,696
8749;752028;9908517
8750;752036;9769992
8751;752051,5767;9827793,431
8752;752094;9909435
8753;752154,19;9591232,33
8754;752215;9859878
8755;752219;9795447
8756;752223,13;9898433,853
8757;752235;9906741
8758;752237,1495;9683930,19
8759;752289;9903742
8760;752307,743;9894536,052
8761;752318,59;9564718,59
8762;752457,27;9527431,31
8763;752458,45;9578392,4
8764;752504,07;9553739,09
8765;752520;9821927
8766;752526;9903014
8767;752529;9910675
8768;752539;9616710
8769;752545,9784;9788772,281
8770;752582,8244;9885158
8771;752606,932;9641063,901
8772;752688,638;9884851,92
8773;752691;9856432
8774;752728;9905179
8775;752751,62;10001688,3
8776;752768;9812017
8777;752814,5875;10016137,88
8778;752846,1356;10121516,87
8779;752877,4926;9760321,445
8780;752879,91;9515837,14
8781;752883;9795174
8782;752950;10130188
8783;752957;9901890
8784;752958,7176;9686353,197
8785;752983,09;9796930,68
8786;752997;9752965
8787;753013,2503;9696984,95
8788;753136;9809712
8789;753152,2542;9761878,191
8790;753170;9791105
8791;753236,0001;9970388
8792;753246,1937;9896949,049
8793;753293,3313;10021797,92
8794;753300,79;9642786,31
8795;753310,7561;9827431,951
8796;753328;9830710
8797;753383,2798;10020359,85
8798;753412;9749567
8799;753425,09;9819696,986
8800;753508,87;9600093,6
8801;753535;9909024
8802;753567;9793605
8803;753615,327;9886474,678
8804;753651,7018;9900835,269
8805;753720;9762990
8806;753730;9795405
8807;753781;9758536
8808;753821,34;9555584,76
8809;753849,3555;9891513,643
8810;753921;9823435
8811;753953;9854781
8812;753978;9903210
8813;753986,879;9693440,537
8814;754011,3612;9706905,142
8815;754086;9693373
8816;754167;9901664
8817;754176;9904920
8818;754219,7;9595185,51
8819;754231,8499;10010075,47
8820;754287,036;9892614,596
8821;754341,011;9799506,345
8822;754369;9793320
8823;754436,85;9515222,89
8824;754490;10150286
8825;754509;9909384
8826;754532;9809526
8827;754545;9917823
8828;754585;9910933
8829;754588,3;9895924,5
8830;754596;9861866
8831;754623;9912737
8832;754685,252;9785999,26
8833;754708;9878580
8834;754708,3156;9712880,481
8835;754758,03;9564816,76
8836;754762,9975;9821724,848
8837;754848;9863253
8838;754857,82;9599471,21
8839;754921;9864278
8840;754931;9771457
8841;754952,8503;10004667,46
8842;755021,8782;9604672,596
8843;755060,362;9817100,236
8844;755100,2499;9768883,56
8845;755179,87;9774336,261
8846;755268;9832240
8847;755321,5654;9796176
8848;755324;9810294
8849;755331,9293;10021951,74
8850;755363,52;9783699,295
8851;755378;9802782
8852;755448,0001;10012971
8853;755461,65;9521189,18
8854;755520,0846;9824025,514
8855;755553,4865;10120753,45
8856;755637,1476;9608733,42
8857;755645;9878014
8858;755702;9859165
8859;755761,87;9567038,23
8860;755821;9881671
8861;755830,94;9515952,82
8862;755860;9894094
8863;755931,181;9776863,478
8864;755957;9904169
8865;755994;9763620
8866;756011,05;9596580,53
8867;756022,85;9599510,35
8868;756033,995;9889877,938
8869;756036;10025430,26
8870;756079;9733807
8871;756086,1484;9893697,358
8872;756137,2522;9852027,285
8873;756242;9767392
8874;756278,6947;9708105,498
8875;756293,851;9789252,74
8876;756321;9913705
8877;756346,84;9568568,05
8878;756349;9764838
8879;756366,0917;9895810,169
8880;756376;9917570
8881;756453,17;9779736,844
8882;756458;9898610
8883;756460,9267;9708055,994
8884;756461;9830419
8885;756465,4338;9852898,427
8886;756467,5833;9913968,608
8887;756548;9746796
8888;756553,03;9568176,91
8889;756555,1595;10007777,26
8890;756572;9864450
8891;756593;9809668
8892;756594,1365;9807696,387
8893;756606,857;9894300,3
8894;756615,76;9802636,76
8895;756669;9560459
8896;756802,624;9802186,773
8897;756841,8403;9607701
8898;756872,481;9784103,926
8899;756945;9856338
8900;756974,52;9572107,1
8901;756985,14;9601855,46
8902;757008;10143448
8903;757008,9777;9877107,127
8904;757025,583;9908295,888
8905;757073,2777;9824791,983
8906;757145,5891;9748376,485
8907;757203,478;9791686,187
8908;757206,45;9574228,74
8909;757222;9853752
8910;757233;9552033
8911;757329;9904174
8912;757350,706;9812053,035
8913;757459;9879823
8914;757460;9558329
8915;757543,1773;9710079,005
8916;757635,8985;9910552,484
8917;757736,6237;9607449,854
8918;757750,51;10021662,2
8919;757752,645;9795073,71
8920;757802,2709;9696766,812
8921;757808,28;9506692,9
8922;757817,2339;9709549,963
8923;757825,22;9572477,85
8924;757848;9916241
8925;757850,5673;9719566,06
8926;757863,232;9816533,863
8927;757870;9905649
8928;757876;10006856
8929;757915;9895331
8930;757955,62;9615668,93
8931;757974,3495;10006821,84
8932;757974,3495;10006821,84
8933;758045,96;9564697,37
8934;758070;9863050
8935;758171,86;9571785,95
8936;758185,439;9820663,033
8937;758192,2032;9749004,629
8938;758260,433;9817936,683
8939;758277,09;9564784,39
8940;758300;9734400
8941;758311,2707;9877475,064
8942;758313,61;9564923,08
8943;758340,27;10029565,8
8944;758367,78;9812940,323
8945;758375,88;9608662,21
8946;758435,99;9545883,89
8947;758490;9750813
8948;758657;10135532
8949;758660,876;9780199,361
8950;758671;9896867
8951;758691,8434;9606676,143
8952;758692,7615;9550376,437
8953;758695,0455;9685714,921
8954;758908,148;9782730,405
8955;758909,507;9733012,119
8956;758922;10124197
8957;758955,1101;9689057,723
8958;758991,18;9522489,82
8959;759027;9899400
8960;759036;9902309
8961;759048,0181;10014980,09
8962;759104,671;9814717,566
8963;759113;9855892
8964;759119,4779;9715235,481
8965;759134,2199;10019030,08
8966;759154,17;9514442,02
8967;759154,17;9514442,02
8968;759163;9879191
8969;759199,973;9816744,58
8970;759210,86;9546042,91
8971;759212,85;9550646,8
8972;759238,775;9786148,881
8973;759240,7544;9691058,137
8974;759247,79;9850812,39
8975;759318,1924;9807917,733
8976;759318,69;9816183,117
8977;759322,088;9795276,44
8978;759359,571;9907747,238
8979;759361;9906803
8980;759370,381;9907164,5
8981;759389,91;9883296,1
8982;759394;9617366
8983;759410;9841192
8984;759410,52;9891353,424
8985;759426,4769;9709116,762
8986;759461;9910956
8987;759472,92;9562511,47
8988;759551,655;9774793,411
8989;759554,2603;9718095,563
8990;759572;9904257
8991;759657,493;9907678,535
8992;759708,843;9909450,42
8993;759806,2816;9816383,857
8994;759812;10139922
8995;759879,83;9516098,52
8996;759887;10030584,05
8997;759999,5235;9617197,776
